cell,timepoint,z,x,neuromast_z,neuromast_x
8,0,14.401431502833693,42.216877564979484,25.35,47.775
8,1,14.228145409143297,42.37494957741068,25.426470588235293,47.79138655462185
8,2,14.755451646678088,41.91714258518942,25.50294117647059,47.807773109243705
8,3,14.482526246098553,41.947101106592264,25.57941176470588,47.824159663865544
8,4,14.830027713625867,42.30296073903003,25.655882352941177,47.8405462184874
8,5,14.827490996398561,43.13193277310924,25.73235294117647,47.85693277310925
8,6,15.108361378933965,43.3407335819538,25.808823529411764,47.873319327731096
8,7,15.079953670705631,43.6649545616536,25.885294117647057,47.88970588235294
8,8,15.128348314606743,43.9047393258427,25.961764705882352,47.90609243697479
8,9,15.193417874396136,43.4667270531401,26.03823529411765,47.92247899159664
8,10,15.545671460590214,43.2811496077699,26.114705882352943,47.938865546218494
8,11,15.780272478277295,42.99202398942199,26.19117647058824,47.95525210084033
8,12,15.547040302267003,43.17827455919395,26.26764705882353,47.971638655462186
8,13,15.626364956437563,42.72469506292352,26.344117647058827,47.98802521008404
8,14,15.88541910046729,42.68134005062306,26.42058823529412,48.004411764705885
8,15,16.253276402074974,42.43204707839875,26.497058823529414,48.02079831932773
8,16,16.19105065023956,42.687178546983475,26.573529411764707,48.03718487394958
8,17,16.3280212132847,42.69363841428298,26.650000000000002,48.05357142857143
8,18,16.135021266540644,42.649092627599245,26.726470588235294,48.069957983193284
8,19,16.56809232374988,42.779948287313786,26.80294117647059,48.08634453781512
8,20,16.3648135560303,42.650458826956694,26.879411764705882,48.102731092436976
8,21,16.300488519785052,42.549660478749395,26.955882352941178,48.11911764705883
8,22,17.088733113033335,42.33695937408884,27.03235294117647,48.135504201680675
8,23,17.53059235791091,42.56900921658986,27.108823529411765,48.15189075630252
8,24,17.508570813808934,42.728471358898354,27.185294117647057,48.16827731092437
8,25,17.340424435721296,42.910588812561336,27.261764705882353,48.18466386554622
8,26,16.280560762261793,43.0315161928564,27.33823529411765,48.20105042016807
8,27,16.52824409931542,42.8200367834883,27.414705882352944,48.21743697478991
8,28,16.512200329251982,42.818340364235006,27.491176470588236,48.233823529411765
8,29,16.36297094754132,43.1494636074325,27.567647058823532,48.25021008403362
8,30,16.7070948373191,43.26025864723391,27.644117647058824,48.266596638655464
8,31,16.98698367671942,43.37722952125013,27.72058823529412,48.28298319327731
8,32,17.01168133442489,43.42641219811707,27.79705882352941,48.299369747899156
8,33,17.22675913396482,43.55554803788904,27.873529411764707,48.31575630252101
8,34,17.549215054845526,43.58234628157392,27.95,48.33214285714286
8,35,17.87506367554859,43.8995150862069,28.026470588235295,48.3485294117647
8,36,18.02584509112287,44.0277557319224,28.102941176470587,48.364915966386555
8,37,18.168605654048875,44.20137038811692,28.179411764705883,48.38130252100841
8,38,18.978029361132364,44.315907134659525,28.255882352941175,48.397689075630254
8,39,19.620649432534677,44.49719419924338,28.33235294117647,48.41407563025211
8,40,19.773743609530243,44.19128484614643,28.408823529411762,48.430462184873946
8,41,19.773684210526316,44.306319126620906,28.485294117647058,48.4468487394958
8,42,19.870304175142884,43.99000774968518,28.56176470588235,48.46323529411765
8,43,20.171089955313775,43.76036283271809,28.63823529411765,48.479621848739505
8,44,20.09869929453263,43.393868802665104,28.714705882352945,48.496008403361344
8,45,19.926861042183624,43.718300248138966,28.791176470588237,48.5123949579832
8,46,19.949992759918914,43.862889757698625,28.867647058823533,48.52878151260504
8,47,19.985342283859545,43.79987951214714,28.944117647058825,48.545168067226896
8,48,20.171575079258332,43.489458641560184,29.02058823529412,48.561554621848735
8,49,20.471546194351365,43.31523456199139,29.097058823529412,48.57794117647059
8,50,20.735316135800115,43.747212950600805,29.173529411764708,48.59432773109244
8,51,20.901060720346972,43.53090939091081,29.25,48.610714285714295
8,52,20.761516355140188,43.448156542056076,29.326470588235296,48.627100840336134
8,53,20.96555787873028,43.5003944117088,29.402941176470588,48.64348739495799
8,54,21.028013895543843,43.33864877815046,29.479411764705883,48.65987394957983
8,55,20.961179117476295,43.576795045480935,29.555882352941175,48.676260504201686
8,56,21.063462110692324,43.53617089863123,29.63235294117647,48.692647058823525
8,57,21.263255163095927,43.48190745029917,29.708823529411763,48.70903361344538
8,58,21.425778748180498,43.419053857350804,29.78529411764706,48.72542016806723
8,59,21.817475797266518,42.97856634396355,29.86176470588235,48.741806722689084
8,60,22.317228455591177,42.020575617574956,29.93823529411765,48.75819327731092
8,61,22.10584034805637,41.8553461647593,30.014705882352946,48.774579831932776
8,62,21.980128992628995,41.829084766584764,30.091176470588238,48.79096638655462
8,63,22.302709798406003,41.83373183309893,30.167647058823533,48.807352941176475
8,64,22.556935212058796,41.664628780076775,30.244117647058825,48.823739495798314
8,65,22.83015461487697,41.537923069670974,30.32058823529412,48.84012605042017
8,66,22.407741755170488,41.73670346562325,30.397058823529413,48.85651260504202
8,67,22.17483168761221,42.31823833034111,30.47352941176471,48.87289915966387
8,68,22.21197870055486,42.731799266153565,30.55,48.88928571428571
8,69,22.098704835281612,43.31304241941198,30.626470588235296,48.905672268907566
8,70,22.133997805413316,43.77291742867593,30.70294117647059,48.92205882352941
8,71,22.179160136443258,43.719196552042035,30.779411764705884,48.938445378151265
8,72,22.34578649096941,43.537960744563215,30.855882352941176,48.954831932773104
8,73,22.23385176296843,43.598627007568766,30.93235294117647,48.97121848739496
8,74,22.0610909005008,43.6884082963243,31.008823529411764,48.98760504201681
8,75,22.116586921850082,43.676627732432685,31.085294117647063,49.00399159663866
8,76,21.975909661229615,43.61282936010038,31.16176470588235,49.0203781512605
8,77,22.076766009619924,44.31571017636518,31.23823529411765,49.036764705882355
8,78,21.951820399961726,44.33664242656205,31.31470588235294,49.0531512605042
8,79,22.398271425898205,44.225329809131736,31.39117647058824,49.069537815126054
8,80,22.684670664874368,44.79821373177541,31.46764705882353,49.08592436974789
8,81,23.570625745481237,43.818343426002386,31.544117647058826,49.102310924369746
8,82,23.533413394272923,43.725792836489134,31.620588235294118,49.1186974789916
8,83,23.968388410188428,43.2819311618218,31.697058823529414,49.13508403361345
